time,stand,ax,ay,az,gx,gy,gz
1731870839.294867,0,0.1051025390625,-0.51513671875,0.870849609375,0.0,0.1220703125,0.0
1731870839.651912,0,0.102783203125,-0.5140380859375,0.86865234375,0.0,0.18310546875,0.0
1731870840.0119328,0,0.1046142578125,-0.5167236328125,0.867919921875,-0.06103515625,0.30517578125,0.1220703125
1731870840.372303,0,0.1033935546875,-0.514892578125,0.8695068359375,0.1220703125,0.18310546875,0.0
1731870840.731169,0,0.10400390625,-0.5174560546875,0.869140625,-0.06103515625,-1.03759765625,3.41796875
1731870841.09311,0,0.100830078125,-0.5128173828125,0.860595703125,-8.30078125,6.8359375,-2.25830078125
1731870841.452014,0,0.042236328125,-0.552001953125,0.8419189453125,-0.91552734375,4.638671875,15.31982421875
1731870841.81275,0,0.048095703125,-0.5672607421875,0.8436279296875,8.11767578125,8.72802734375,5.126953125
1731870842.17122,0,-0.170166015625,-0.615234375,0.784423828125,1.5869140625,9.033203125,6.4697265625
1731870842.531949,0,-0.1884765625,-0.555908203125,0.7945556640625,9.58251953125,1.708984375,-41.8701171875
1731870842.89131,0,-0.153564453125,-0.5072021484375,0.842529296875,-23.74267578125,-21.78955078125,7.14111328125
1731870843.252587,0,0.082275390625,-0.4954833984375,0.875244140625,-7.568359375,7.080078125,12.63427734375
1731870843.612182,0,0.02587890625,-0.592529296875,0.7962646484375,0.06103515625,26.85546875,5.126953125
1731870843.973135,0,-0.125244140625,-0.614990234375,0.808837890625,14.16015625,20.99609375,7.14111328125
1731870844.363596,0,-0.1993408203125,-0.4422607421875,0.8240966796875,0.732421875,3.60107421875,-1.0986328125
1731870844.722717,0,-0.260009765625,-0.4932861328125,0.7625732421875,-6.40869140625,1.15966796875,6.9580078125
1731870845.083701,0,-0.328125,-0.56298828125,0.8388671875,-12.87841796875,0.732421875,-20.32470703125
1731870845.44174,0,-0.16748046875,-0.563232421875,0.7904052734375,1.40380859375,-7.32421875,-31.43310546875
1731870845.831604,0,-0.109619140625,-0.46044921875,0.896728515625,5.2490234375,-3.41796875,5.4931640625
1731870846.194008,0,-0.14990234375,-0.5152587890625,0.8865966796875,7.99560546875,0.42724609375,27.9541015625
1731870846.5515552,0,-0.260009765625,-0.4464111328125,0.8289794921875,-9.58251953125,-7.99560546875,16.66259765625
1731870846.943212,0,-0.2738037109375,-0.4285888671875,0.8629150390625,5.7373046875,0.244140625,-7.080078125
1731870847.3034081,0,-0.172607421875,-0.54052734375,0.8114013671875,-5.126953125,-42.66357421875,-11.53564453125
1731870847.6646578,0,0.24560546875,-0.5594482421875,0.889404296875,3.173828125,1.0986328125,-7.26318359375
1731870848.0227442,0,0.08935546875,-0.5321044921875,0.8450927734375,-11.474609375,22.8271484375,0.54931640625
1731870848.38111,0,-0.05419921875,-0.486083984375,0.89794921875,-13.5498046875,46.142578125,-94.05517578125
1731870848.7417521,0,-0.05029296875,-0.66455078125,0.7535400390625,-33.26416015625,30.517578125,-2.44140625
1731870849.1027782,0,-0.2369384765625,-0.72119140625,0.68359375,13.12255859375,-45.41015625,-17.51708984375
1731870849.463902,0,0.114501953125,-0.6783447265625,0.7760009765625,15.44189453125,-4.08935546875,-10.986328125
1731870849.8233678,0,-0.1126708984375,-0.6336669921875,0.79638671875,-5.18798828125,-5.615234375,-4.0283203125
1731870850.182849,0,-0.0804443359375,-0.6473388671875,0.8402099609375,6.04248046875,1.89208984375,24.658203125
1731870850.541738,0,-0.1771240234375,-0.4913330078125,1.0283203125,-1.708984375,-9.33837890625,21.30126953125
1731870850.9032938,0,-0.201416015625,-0.6495361328125,0.7528076171875,0.91552734375,-44.7998046875,11.41357421875
1731870851.263673,0,0.167236328125,-0.5765380859375,0.7916259765625,-0.1220703125,3.41796875,8.6669921875
1731870851.653789,0,0.0897216796875,-0.671875,0.73876953125,-10.498046875,2.8076171875,20.01953125
1731870852.043591,0,0.0216064453125,-0.6387939453125,0.6837158203125,0.42724609375,-2.38037109375,1.15966796875
1731870852.464128,0,-0.0234375,-0.6837158203125,0.755126953125,1.220703125,-1.3427734375,-1.64794921875
1731870852.854099,0,0.0009765625,-0.6787109375,0.736572265625,4.21142578125,-4.638671875,2.44140625
1731870853.241317,0,0.013427734375,-0.685791015625,0.8280029296875,5.0048828125,6.53076171875,-12.3291015625
1731870853.631883,0,0.0477294921875,-0.64208984375,0.7667236328125,-0.79345703125,4.33349609375,-2.25830078125
1731870854.0235379,0,0.023681640625,-0.6192626953125,0.835693359375,-8.72802734375,7.4462890625,16.05224609375
1731870854.383393,0,-0.0465087890625,-0.57421875,0.849609375,3.60107421875,24.71923828125,-12.75634765625
1731870854.771221,0,-0.132080078125,-0.6614990234375,0.614501953125,2.25830078125,39.306640625,-10.3759765625
1731870855.1633961,0,-0.0565185546875,-0.646484375,0.7508544921875,12.3291015625,-53.40576171875,-4.21142578125
1731870855.643806,0,0.258056640625,-0.61328125,0.8787841796875,-8.4228515625,23.3154296875,2.86865234375
1731870856.0033998,0,-0.059814453125,-0.6417236328125,0.8857421875,-6.7138671875,3.173828125,11.16943359375
1731870856.364077,0,0.1265869140625,-0.6015625,0.7032470703125,27.9541015625,-40.34423828125,4.94384765625
1731870856.781899,0,0.1990966796875,-0.6220703125,0.7430419921875,13.5498046875,-22.705078125,-11.16943359375
1731870857.204266,0,0.1549072265625,-0.6278076171875,0.8017578125,-2.685546875,22.88818359375,15.380859375
1731870857.59373,0,-0.1339111328125,-0.561767578125,0.7344970703125,28.99169921875,-42.3583984375,23.62060546875
1731870857.9521122,0,0.3046875,-0.732177734375,0.7449951171875,-4.94384765625,3.662109375,-17.39501953125
1731870858.314207,0,-0.052734375,-0.670654296875,0.8099365234375,-6.53076171875,10.68115234375,-1.52587890625
1731870858.673362,0,0.120849609375,-0.58349609375,0.6700439453125,2.9296875,-20.44677734375,-26.3671875
1731870859.031435,0,0.0865478515625,-0.7039794921875,0.95361328125,11.962890625,5.18798828125,-5.18798828125
1731870859.4827461,0,0.1138916015625,-0.5963134765625,0.80322265625,-0.244140625,1.0986328125,-3.35693359375
